 sex row_number liters_drunk age drink check_number label
0 Ж  -2 77 Bugbeer 9774 1
3034 Ж 67.0 1 71 Cola 2036 0
3035 ж 23.0 0 57 Bugbeer 2016 0
3036 - 50.0 1 62 Bugbeer 2340 1
3037 "Не указан"  0 31 Water 8558 0
3038 "Не указан" 89.0 4 30 Fanta 6643 0
3039 ж 71.0 2 58 Bugbeer 9535 0
3040 Ж 42.0 5 55 "Strong beer" 1236 1
3041 ж 20.0 1 45 Cola 7662 0
3042 M 11.0 1 32 Bugbeer 7009 1
3043 "Не указан" 92.0 0 57 Beerbeer 1454 0
3044 Ж 49.0 0 65 Fanta 9336 1
3045 M 66.0 3 41 "Strong beer" 6438 1
3046 "Не указан" 1.0 4 38 "Strong beer" 9505 1
3047 ж 92.0 5 53 Fanta 3656 1
3048 Ж 42.0 5 16 Fanta 4174 1
3049 "Не указан" 3.0 3 76 Beerbeer 1049 0
3050 ж 9.0 2 22 Fanta 9062 0
3051 "Не указан" 83.0 5 62 Beerbeer 2584 1
3052 м 38.0 5 29 Fanta 9532 0
3053 м 94.0 3 55 Bugbeer 9071 1
3054 "Не указан" 83.0 2 15 Fanta 6540 0
3055 M 58.0 3 67 Water 4295 0
3056 "Не указан" 25.0 1 68 Fanta 1082 0
3057 -  4 31 Fanta 5372 0
3058 ж 10.0 0 34 "Strong beer" 1257 0
3059 "Не указан" 65.0 3 26 Bugbeer 1144 0
3060 M 9.0 2 16 Water 7034 1
3061 ж 0.0 5 48 Water 1411 1
3062 M 3.0 3 58 Bugbeer 705 0
3063 м 33.0 5 23 Beerbeer 8731 1
3064 - 4.0 0 26 Cola 6847 1
3065 м 83.0 3 64 Bugbeer 6775 0
3066 м 87.0 5 52 Beerbeer 6893 0
3067 "Не указан" 89.0 4 31 Fanta 5902 1
3068 м 93.0 3 36 Cola 6446 1
3069 Ж 24.0 4 28 Fanta 6230 1
3070 - 13.0 0 44 Water 6824 0
3071 - 39.0 1 54 Beerbeer 1749 0
3072 "Не указан" 76.0 0 49 Cola 1775 0
3073 M 77.0 2 45 Bugbeer 6434 1
3074 Ж 46.0 5 49 "Strong beer" 399 1
3075 м 97.0 0 11 Fanta 4968 1
3076 м 56.0 4 11 Cola 2910 1
3077 Ж 74.0 1 26 Bugbeer 1561 1
3078 M 87.0 0 52 Fanta 4317 0
3079 "Не указан" 31.0 3 47 Beerbeer 2493 1
3080 ж 54.0 0 44 Water 7366 0
3081 м 86.0 0 40 Beerbeer 5986 1
3082 M 1.0 3 41 Bugbeer 9555 1
3083 - 40.0 5 58 Water 2339 0
3084 "Не указан" 74.0 3 12 Cola 7554 0
3085 M 43.0 2 63 Water 5205 0
3086 м 61.0 3 18 Water 9772 1
3087 - 29.0 3 30 Fanta 1048 1
3088 M 55.0 0 71 Bugbeer 6242 1
3089 м 0.0 1 45 Bugbeer 4835 1
3090 - 81.0 4 37 Cola 3364 0
3091 M 91.0 2 68 Bugbeer 3905 0
3092 ж 36.0 0 49 "Strong beer" 1201 1
3093 M 67.0 -3 31 Fanta 1349 1
3094 M 12.0 4 38 Water 7665 0
3095 M 9.0 68321224 21 Bugbeer 1772 0
3096 м 94.0 3 31 "Strong beer" 2642 1
3097 м 22.0 0 79 Bugbeer 1713 0
3098 м 42.0 -6 64 Bugbeer 4956 1
3099 м 47.0 3 54 Water 1531 0
3100 M 18.0 1 79 Fanta 5982 0
3101 Ж 16.0 4 22 Water 5642 0
3102 Ж 36.0 5 41 Fanta 7481 0
3103 ж 100.0 2 56 Cola 1853 0
3104 Ж 84.0 4 14 Water 5789 1
3105 M 19.0 3 43 Cola 3109 1
3106 ж 7.0 3 28 Fanta 6179 1
3107 "Не указан" 47.0 -5 76 Water 6571 1
3108 Ж 88.0 1 44 Bugbeer 3597 0
3109 м 80.0 4 52 Bugbeer 6662 1
3110 M 16.0 5 35 Cola 6215 1
3111 "Не указан" 28.0 0 28 Cola 3627 1
3112 Ж  47497660 73 Bugbeer 5416 1
3113 ж 11.0 4 34 Cola 891 1
3114 - 58.0 0 70 Water 1723 1
3115 Ж 66.0 2 42 Beerbeer 7577 1
3116 ж 79.0 0 33 Cola 6047 0
3117 ж 96.0 96779109 76 Water 6414 0
3118 ж 76.0 5 42 Beerbeer 2914 1
3119 ж 51.0 3 26 Water 6853 0
3120 Ж  4 39 Bugbeer 3614 1
3121 "Не указан" 49.0 0 70 "Strong beer" 5090 0
3122 ж 54.0 0 41 Fanta 2224 1
3123 - 15.0 4 43 Water 7842 1
3124 Ж 42.0 1 56 Bugbeer 3403 1
3125 "Не указан" 94.0 1 60 "Strong beer" 4966 0
3126 м 31.0 1 69 Bugbeer 4916 0
3127 ж 45.0 2 15 Cola 4859 0
3128 - 93.0 0 13 Water 4322 0
3129 - 91.0 3 61 Cola 9833 0
3130 - 60.0 2 40 "Strong beer" 6483 1
3131 - 66.0 2 69 "Strong beer" 6198 0
3132 M 32.0 3 78 Water 1272 0
3133 "Не указан" 26.0 5 44 Water 4105 1
3134 м 77.0 4 29 Cola 2368 1
3135 Ж 34.0 2 54 Cola 5033 0
3136 м 23.0 5 75 Water 9962 0
3137 м  4 56 Beerbeer 9675 0
3138 ж 57.0 3 31 Cola 242 1
3139 - 58.0 0 61 Beerbeer 4587 0
3140 ж 23.0 2 30 "Strong beer" 3526 1
3141 "Не указан" 17.0 0 14 Water 6840 0
3142 - 55.0 5 45 Bugbeer 6275 1
3143 M 44.0 4 19 Water 5855 0
3144 м 53.0 1 20 Water 7876 1
3145 "Не указан" 97.0 0 19 Water 5309 0
3146 Ж 5.0 3 38 Water 8469 1
3147 - 93.0 5 51 Fanta 2704 0
3148 M 37.0 -1 12 Fanta 2239 1
3149 ж 49.0 5 17 Water 8541 1
3150 ж 21.0 2 45 Beerbeer 530 1
3151 - 4.0 4 50 Bugbeer 8768 1
3152 ж 97.0 5 54 Beerbeer 9998 0
3153 Ж 64.0 3 46 Cola 6562 0
3154 м 60.0 5 67 Bugbeer 1222 1
3155 "Не указан" 39.0 1 17 Fanta 1030 0
3156 Ж  0 74 "Strong beer" 2028 1
3157 "Не указан" 77.0 1 78 Fanta 3384 0
3158 ж  1 38 Cola 7381 1
3159 ж 46.0 1 56 Fanta 5407 1
3160 м 39.0 2 62 Fanta 8932 0
3161 "Не указан" 18.0 1 20 Cola 1085 0
3162 Ж 6.0 4 39 Beerbeer 8174 1
3163 ж 12.0 4 80 Beerbeer 8294 0
3164 "Не указан" 73.0 3 46 Water 8899 1
3165 ж 70.0 1 73 Water 3643 1
3166 м 28.0 1 61 Beerbeer 1360 1
3167 - 33.0 5 54 Water 9268 0
3168 ж 86.0 1 37 Bugbeer 1836 1
3169 "Не указан" 9.0 5 69 Bugbeer 8865 0
3170 "Не указан" 52.0 0 27 Fanta 7818 1
3171 Ж  4 66 "Strong beer" 120 0
3172 - 28.0 0 42 Fanta 4420 0
3173 - 53.0 2 20 Water 8070 0
3174 M 25.0 0 80 Bugbeer 6256 0
3175 Ж 96.0 0 47 Cola 2654 1
3176 - 26.0 3 32 Cola 254 0
3177 "Не указан"  1 45 Water 4253 1
3178 ж 10.0 0 38 Fanta 7347 1
3179 Ж 18.0 0 18 Cola 1610 0
3180 м 94.0 1 73 Beerbeer 5828 0
3181 м 58.0 0 35 Water 2792 1
3182 м 24.0 5 68 Fanta 9651 0
3183 Ж 90.0 4 79 "Strong beer" 3090 0
3184 - 58.0 5 65 Water 3330 0
3185 Ж 24.0 2 68 Cola 4800 0
3186 м 90.0 1 69 "Strong beer" 1902 0
3187 Ж  0 22 Fanta 3267 0
3188 м 61.0 3 45 Water 7810 0
3189 ж 15.0 4 29 Water 8934 0
3190 Ж 74.0 1 52 Beerbeer 4853 0
3191 - 94.0 1 22 Water 1873 1
3192 "Не указан" 30.0 4673022 36 Beerbeer 9035 1
3193 м 11.0 0 35 Beerbeer 9823 0
3194 M 84.0 2 50 Beerbeer 7998 0
3195 "Не указан" 10.0 2 32 Fanta 1002 1
3196 м 79.0 0 27 Bugbeer 4243 1
3197 - 89.0 2 15 Cola 8050 1
3198 "Не указан" 77.0 0 16 Fanta 9278 0
3199 м 53.0 3 54 Cola 5776 0
3200 Ж 68.0 1 36 Fanta 5052 0
3201 м 67.0 0 74 Beerbeer 255 1
3202 - 31.0 2 34 Water 1340 0
3203 - 2.0 3 63 Fanta 3897 0
3204 Ж 75.0 2 30 "Strong beer" 740 1
3205 - 80.0 3 66 Fanta 8414 0
3206 - 31.0 53771770 12 Fanta 4625 0
3207 ж 62.0 0 49 Water 7368 0
3208 - 19.0 71293412 14 Cola 4886 0
3209 м 47.0 2 61 Cola 6528 0
3210 "Не указан" 10.0 1 26 Bugbeer 7773 1
3211 M 40.0 4 34 Cola 3898 1
3212 M 19.0 3 41 Cola 1285 1
3213 "Не указан" 53.0 2 40 "Strong beer" 4869 0
3214 м 64.0 2 62 Bugbeer 2635 1
3215 Ж  34276461 53 Beerbeer 4436 0
3216 м 75.0 3 14 Water 6954 1
3217 - 48.0 3 58 Bugbeer 903 1
3218 Ж 99.0 2 30 Cola 3591 1
3219 ж 13.0 1 46 Cola 6622 1
3220 м 5.0 2 78 Water 5762 1
3221 "Не указан" 30.0 2 57 "Strong beer" 3756 1
3222 Ж 99.0 3 73 Bugbeer 4341 1
3223 ж 16.0 1 72 Water 5846 1
3224 ж 64.0 3 58 Fanta 4213 0
3225 "Не указан" 15.0 3 13 Fanta 7824 1
3226 "Не указан" 19.0 3 76 Water 9600 1
3227 м  2 35 Beerbeer 5671 0
3228 ж 84.0 0 52 Beerbeer 6567 1
3229 "Не указан" 26.0 4 38 "Strong beer" 3766 1
3230 ж  3 24 Beerbeer 4583 1
3231 M 73.0 0 40 Water 2087 0
3232 - 89.0 1 60 Cola 2252 0
3233 "Не указан" 0.0 2 39 Bugbeer 3162 1
3234 - 12.0 -2 80 Bugbeer 9082 0
3235 - 57.0 0 16 Cola 6007 0
3236 м 6.0 0 73 Beerbeer 9134 1
3237 - 44.0 2 61 Fanta 5603 0
3238 M 34.0 1 44 Beerbeer 2604 0
3239 - 58.0 4 24 Bugbeer 7277 1
3240 M 71.0 5 72 Bugbeer 4487 0
3241 м 88.0 5 47 Bugbeer 6619 1
3242 м 50.0 0 34 Cola 9328 0
3243 -  1 49 Cola 3948 1
3244 ж 33.0 3 39 Bugbeer 720 1
3245 M 47.0 5 17 Cola 2800 1
3246 M 72.0 76669225 29 "Strong beer" 4495 1
3247 "Не указан" 43.0 4 27 Beerbeer 1007 1
3248 M 67.0 2 48 "Strong beer" 2324 1
3249 м 58.0 69316935 27 Fanta 9496 1
3250 M 34.0 4 70 Cola 9735 0
3251 Ж  3 77 Bugbeer 2845 1
3252 м 19.0 4 44 "Strong beer" 1629 1
3253 - 45.0 3 31 Water 4054 0
3254 Ж 64.0 2 37 Beerbeer 5903 0
3255 M 16.0 2 34 "Strong beer" 3053 1
3256 ж 10.0 4 25 Water 3848 0
3257 - 26.0 2 56 Water 886 1
3258 Ж 6.0 0 64 Cola 7624 1
3259 м 67.0 2 26 Cola 6784 1
3260 "Не указан" 41.0 1 15 Cola 7483 1
3261 ж 21.0 4 28 Cola 5680 0
3262 - 76.0 4 33 "Strong beer" 3136 1
3263 M 34.0 5 42 "Strong beer" 1810 1
3264 "Не указан" 67.0 3 22 Beerbeer 5500 1
3265 M 94.0 2 18 Water 8148 0
3266 Ж 11.0 1827557 33 Beerbeer 5931 1
3267 ж 24.0 2 35 "Strong beer" 703 0
3268 - 46.0 1 47 Fanta 4619 0
3269 ж 93.0 3 42 Fanta 8460 1
3270 "Не указан" 1.0 1 33 Bugbeer 7429 1
3271 "Не указан" 45.0 4 73 Beerbeer 2357 0
3272 -  0 13 Water 7130 1
3273 - 6.0 0 55 Cola 7056 1
3274 M 99.0 0 27 Cola 3494 1
3275 ж 24.0 36391522 53 Bugbeer 7205 0
3276 M 20.0 5 25 "Strong beer" 2384 1
3277 м 19.0 2 37 Water 5800 1
3278 - 97.0 1 66 Beerbeer 9498 0
3279 м 63.0 3 12 Water 2158 1
3280 м 4.0 22280865 41 Fanta 8724 1
3281 ж 100.0 3 17 Fanta 9946 1
3282 "Не указан" 79.0 3 28 Cola 1075 1
3283 ж 52.0 0 12 Cola 5865 0
3284 M 42.0 3 30 Cola 6648 1
3285 ж 19.0 2805592 68 Cola 7265 1
3286 - 37.0 -6 35 Beerbeer 4629 1
3287 - 38.0 1 55 Fanta 4284 1
3288 ж 66.0 0 26 Beerbeer 4210 1
3289 ж 31.0 0 16 Cola 6465 0
3290 ж 68.0 -4 50 Beerbeer 5456 0
3291 м 72.0 1 72 "Strong beer" 8959 1
3292 M  1 57 Beerbeer 9713 0
3293 ж 15.0 0 30 Bugbeer 3524 0
3294 M 45.0 1 57 Beerbeer 8179 0
3295 M 50.0 4 46 Cola 470 1
3296 M 44.0 -5 70 Beerbeer 4276 0
3297 ж 76.0 0 74 Bugbeer 7930 0
3298 м 29.0 3 60 Bugbeer 6011 0
3299 м 74.0 1 61 Beerbeer 1141 1
3300 - 35.0 2 36 Fanta 897 1
3301 м 30.0 0 50 Fanta 4725 1
3302 M 65.0 54201893 15 Cola 3086 1
3303 "Не указан" 4.0 5 47 Cola 5959 0
3304 Ж 15.0 0 35 Water 8434 0
3305 - 33.0 99149314 45 Fanta 5887 1
3306 "Не указан" 42.0 5 46 Beerbeer 3352 1
3307 м 97.0 2 80 Fanta 709 0
3308 м 76.0 4 22 Bugbeer 9619 1
3309 Ж 2.0 3 51 "Strong beer" 3177 1
3310 м 89.0 0 72 Fanta 3254 0
3311 M 78.0 2 70 Bugbeer 9950 0
3312 - 46.0 2 56 Fanta 2018 1
3313 "Не указан" 100.0 3 19 Cola 1981 0
3314 M 33.0 1 38 Bugbeer 4939 1
3315 м 100.0 2 46 Bugbeer 9215 1
3316 M  4 47 Bugbeer 6820 1
3317 "Не указан" 14.0 3 54 Cola 6312 0
3318 "Не указан" 44.0 -6 62 Water 5724 1
3319 м 45.0 4 20 Fanta 4060 1
3320 "Не указан" 96.0 1 31 "Strong beer" 5541 0
3321 м 31.0 3 37 Beerbeer 2233 1
3322 - 22.0 0 28 Fanta 3428 0
3323 "Не указан" 4.0 0 28 Bugbeer 3523 0
3324 м 0.0 2 79 Cola 3315 1
3325 Ж 14.0 55557569 75 Fanta 5539 0
3326 "Не указан" 69.0 1 71 Cola 4850 1
3327 ж 92.0 4 39 Cola 8169 0
3328 - 4.0 5 72 Beerbeer 8658 1
3329 "Не указан" 35.0 1 45 "Strong beer" 2986 0
3330 м 60.0 3 11 Cola 8324 1
3331 ж 31.0 2 73 Bugbeer 5747 0
3332 - 85.0 3 66 "Strong beer" 7715 1
3333 M 19.0 3 20 Water 5823 1
3334 Ж 23.0 2 45 Water 7814 1
3335 - 53.0 5 66 Cola 9069 1
3336 "Не указан" 60.0 24383103 67 "Strong beer" 8379 1
3337 ж 55.0 2 43 "Strong beer" 8053 1
3338 - 12.0 4 12 Cola 9242 1
3339 "Не указан" 11.0 4 25 Fanta 6118 0
3340 -  5 40 Fanta 7833 1
3341 - 4.0 0 22 Water 6427 0
3342 ж 67.0 0 11 Fanta 2578 1
3343 - 89.0 0 53 Bugbeer 6903 1
3344 "Не указан" 18.0 5 37 Beerbeer 6979 1
3345 м 24.0 0 53 Water 6407 1
3346 м 31.0 82384118 72 Bugbeer 581 0
3347 Ж 13.0 3 49 Bugbeer 9360 1
3348 м 48.0 29633679 48 Fanta 8480 1
3349 - 74.0 5 31 Water 7437 1
3350 Ж 66.0 4 68 Cola 8433 0
3351 M 49.0 1 25 Cola 4617 0
3352 - 18.0 0 23 "Strong beer" 4901 1
3353 м 13.0 5 31 Bugbeer 8207 1
3354 Ж 43.0 2 50 Beerbeer 45 1
3355 M 66.0 1 16 Water 4584 1
3356 Ж 43.0 5 71 Beerbeer 2218 1
3357 ж 37.0 2 80 "Strong beer" 9647 1
3358 м 83.0 20310286 39 Fanta 2680 1
3359 - 16.0 4 75 Cola 1830 1
3360 Ж 35.0 -6 80 Water 8227 1
3361 "Не указан" 2.0 2 14 Fanta 7609 1
3362 M 20.0 3 79 Beerbeer 3069 1
3363 M 8.0 2 30 Fanta 1785 0
3364 - 3.0 5 37 Water 2519 0
3365 ж  5 12 Cola 4990 1
3366 - 93.0 1 13 Water 4143 0
3367 - 91.0 4 62 Fanta 978 1
3368 ж 35.0 4 41 Cola 8829 1
3369 M 61.0 4 57 "Strong beer" 4427 1
3370 м 50.0 4 76 Cola 555 0
3371 - 47.0 0 50 "Strong beer" 2420 1
3372 "Не указан" 12.0 2 60 Fanta 198 1
3373 M 47.0 2 22 Fanta 2352 1
3374 - 62.0 1 57 Bugbeer 8467 0
3375 м 60.0 2 23 Bugbeer 1861 0
3376 ж 54.0 3 44 "Strong beer" 2310 0
3377 Ж 7.0 -1 62 Bugbeer 6525 0
3378 - 0.0 0 62 Beerbeer 141 1
3379 м 99.0 5 75 "Strong beer" 3335 0
3380 M 91.0 1 79 Bugbeer 4125 0
3381 м 63.0 3 68 Bugbeer 707 1
3382 Ж 93.0 5 63 Beerbeer 6176 0
3383 M 82.0 3 28 Bugbeer 840 1
3384 "Не указан" 82.0 0 73 Cola 5305 0
3385 - 71.0 1 24 "Strong beer" 2991 1
3386 "Не указан" 100.0 3 37 Cola 5978 0
3387 ж 85.0 4 41 Beerbeer 3443 1
3388 Ж 74.0 5 43 Water 3557 0
3389 - 44.0 3 56 Beerbeer 8157 0
3390 - 99.0 5 30 Bugbeer 1062 1
3391 ж 1.0 2 25 "Strong beer" 1824 1
3392 M  4 69 Cola 579 0
3393 м  5 46 "Strong beer" 5289 1
3394 Ж 78.0 5 57 Bugbeer 2525 1
3395 м 76.0 1 58 Water 4740 0
3396 Ж 46.0 4 68 Beerbeer 2613 0
3397 ж 29.0 2 29 "Strong beer" 122 1
3398 м 33.0 0 56 "Strong beer" 4410 0
3399 м 7.0 74545441 72 "Strong beer" 4335 1
3400 M 80.0 -5 40 Water 8801 1
3401 - 90.0 0 29 "Strong beer" 1029 0
3402 Ж 39.0 4 34 Bugbeer 249 1
3403 Ж 80.0 -2 72 Cola 1458 0
3404 ж  1 17 Cola 4220 0
3405 м  3 53 Beerbeer 9849 0
3406 Ж 95.0 1 80 Cola 2775 0
3407 "Не указан" 96.0 1 18 Cola 2255 0
3408 Ж  4 69 Beerbeer 76 0
3409 Ж 67.0 4 63 Cola 9100 0
3410 M 20.0 0 76 Water 4013 1
3411 Ж 22.0 2 67 Beerbeer 4287 0
3412 ж 0.0 -3 12 Fanta 7428 0
3413 M 33.0 1 12 Water 9111 0
3414 "Не указан" 86.0 3 34 "Strong beer" 2688 1
3415 м 56.0 1 67 Fanta 4868 0
3416 Ж 87.0 0 25 "Strong beer" 830 1
3417 ж 4.0 3 26 Bugbeer 7153 0
3418 M 54.0 1 52 Beerbeer 1660 0
3419 ж 62.0 0 21 Bugbeer 8464 0
3420 M 37.0 0 33 "Strong beer" 9581 1
3421 "Не указан" 10.0 1 31 "Strong beer" 1402 1
3422 Ж 89.0 0 59 Fanta 6309 1
3423 - 46.0 0 35 Cola 5381 0
3424 M 23.0 2 26 Water 138 1
3425 м 31.0 3 64 Fanta 4889 1
3426 -  60841962 27 Bugbeer 8280 1
3427 Ж  2 23 Water 8952 1
3428 м 69.0 0 68 Water 4754 1
3429 м 51.0 5 79 Beerbeer 727 1
3430 ж 32.0 4 55 "Strong beer" 6545 1
3431 "Не указан" 32.0 0 17 Fanta 823 0
3432 M 58.0 2 77 "Strong beer" 5369 0
3433 Ж 52.0 2 67 Beerbeer 5197 0
3434 ж 4.0 5 13 Water 1158 1
3435 "Не указан" 23.0 2 50 Cola 8310 0
3436 Ж 99.0 2 17 Cola 7744 0
3437 - 19.0 1 21 Cola 862 0
3438 "Не указан" 13.0 5 14 Cola 4389 1
3439 ж 1.0 4 37 Beerbeer 8846 1
3440 м 26.0 4 57 Fanta 8957 1
3441 ж 82.0 2 44 Cola 1227 1
3442 м 39.0 4 29 Bugbeer 8903 1
3443 м 9.0 0 49 Bugbeer 623 1
3444 м 69.0 5 62 Beerbeer 573 1
3445 м 77.0 0 12 Cola 382 1
3446 "Не указан" 87.0 5 65 Beerbeer 3316 0
3447 Ж 10.0 3 28 Bugbeer 4464 1
3448 "Не указан" 82.0 0 46 Beerbeer 6499 1
3449 м 70.0 2 39 Bugbeer 8257 0
3450 "Не указан" 100.0 1 64 Fanta 1384 0
3451 - 34.0 -1 46 Bugbeer 1388 1
3452 M 64.0 72538642 80 "Strong beer" 5293 1
3453 ж 97.0 0 54 Bugbeer 6444 1
3454 "Не указан" 89.0 15056304 76 "Strong beer" 9346 0
3455 ж 26.0 3 31 Bugbeer 7963 0
3456 M 94.0 2 42 "Strong beer" 4446 0
3457 - 88.0 2 77 "Strong beer" 4771 1
3458 - 12.0 1 43 "Strong beer" 8994 0
3459 - 17.0 1 14 Water 4482 1
3460 м 7.0 5 68 Beerbeer 1373 0
3461 Ж 1.0 3 21 Water 6841 0
3462 M 92.0 5 52 Beerbeer 7909 1
3463 - 64.0 2 51 Beerbeer 2189 0
3464 - 90.0 1 78 Beerbeer 6661 0
3465 "Не указан" 79.0 1 19 Cola 7553 0
3466 ж 14.0 1 46 "Strong beer" 1965 1
3467 ж 92.0 3 68 "Strong beer" 1354 1
3468 м 74.0 0 38 Water 2049 1
3469 - 69.0 2 10 Fanta 7183 0
3470 м 29.0 2 32 Fanta 2600 1
3471 "Не указан" 44.0 4 47 Cola 5196 1
3472 M 20.0 0 69 "Strong beer" 4582 0
3473 - 53.0 4 16 Water 7010 1
3474 ж 54.0 2 70 "Strong beer" 6051 0
3475 "Не указан"  3 12 Cola 3289 1
3476 M 55.0 3 33 Water 9427 0
3477 - 29.0 -5 68 Fanta 932 0
3478 Ж 26.0 2 58 "Strong beer" 4433 1
3479 м 68.0 5 31 "Strong beer" 8864 1
3480 - 10.0 4 31 Bugbeer 9190 1
3481 - 27.0 5 68 Bugbeer 7493 1
3482 м 36.0 5 14 Cola 2755 1
3483 ж 72.0 -5 16 Fanta 5619 1
3484 "Не указан" 68.0 -1 65 Beerbeer 3790 0
3485 M 60.0 2 41 "Strong beer" 9541 1
3486 м 18.0 4 39 Fanta 8695 0
3487 M 64.0 2 13 Cola 8779 0
3488 ж 61.0 5 22 "Strong beer" 4577 1
3489 ж 35.0 0 48 Fanta 57 1
3490 м 50.0 4 49 Beerbeer 6149 1
3491 м 12.0 0 21 Beerbeer 8159 1
3492 M 84.0 87205852 42 "Strong beer" 428 1
3493 м 49.0 5 11 Water 4113 1
3494 Ж 15.0 0 44 Bugbeer 8902 0
3495 м 95.0 2 49 Beerbeer 6072 0
3496 м 62.0 1 29 Fanta 4699 0
3497 M 58.0 4 11 Cola 9175 1
3498 "Не указан" 44.0 -5 76 "Strong beer" 6142 0
3499 ж 83.0 1 75 "Strong beer" 3146 0
3500 "Не указан" 76.0 5 63 Water 6059 0
3501 Ж 49.0 1 61 Water 6682 1
3502 - 86.0 1 27 Bugbeer 1256 1
3503 Ж 96.0 5 52 Water 5036 0
3504 M 2.0 0 28 Fanta 1514 1
3505 Ж 18.0 5 78 Water 7649 0
3506 ж 10.0 2 65 Cola 8683 1
3507 м 65.0 4 27 Cola 5315 1
3508 ж 53.0 3 56 "Strong beer" 944 0
3509 Ж 57.0 2 63 Cola 7522 0
3510 ж 11.0 4 25 Cola 6239 1
3511 Ж 71.0 -3 39 Water 2433 1
3512 M 88.0 3 26 "Strong beer" 6902 1
3513 "Не указан" 81.0 3 57 Water 3235 0
3514 Ж 93.0 4 40 Fanta 8761 1
3515 "Не указан" 36.0 0 21 Beerbeer 2038 1
3516 Ж 47.0 5 53 Fanta 6009 0
3517 Ж 90.0 5 23 Fanta 4927 0
3518 м 36.0 3 59 Fanta 7496 0
3519 м 47.0 4 77 Beerbeer 4382 0
3520 ж 100.0 5 27 Beerbeer 9117 1
3521 Ж 77.0 4 65 Beerbeer 9836 0
3522 ж 51.0 3 57 Fanta 4962 0
3523 Ж  5 13 Cola 7801 1
3524 "Не указан" 60.0 -2 71 Beerbeer 3303 1
3525 - 56.0 1 63 Fanta 4106 0
3526 м 2.0 3 46 Cola 250 0
3527 ж 42.0 3 44 "Strong beer" 9589 1
3528 м 90.0 4 12 Fanta 8058 1
3529 - 6.0 2 68 Bugbeer 3809 1
3530 - 36.0 0 36 Beerbeer 4627 0
3531 Ж 33.0 1 49 Fanta 8093 1
3532 -  5 68 Bugbeer 9330 1
3533 м 88.0 1 28 "Strong beer" 8807 1
3534 Ж 31.0 4 10 Cola 8447 0
3535 "Не указан" 4.0 2 43 Beerbeer 5016 1
3536 м 75.0 0 30 Cola 110 1
3537 м 82.0 0 38 Cola 7804 0
3538 м 87.0 1 67 "Strong beer" 2998 0
3539 Ж 94.0 4 70 Water 1231 1
3540 - 0.0 3 44 "Strong beer" 5039 1
3541 м 77.0 5 72 Bugbeer 9114 1
3542 M 75.0 4 44 Fanta 5600 1
3543 ж 49.0 4 30 "Strong beer" 3744 1
3544 - 15.0 0 63 Water 8562 1
3545 м 59.0 3 58 Cola 4246 1
3546 ж 49.0 3 20 Water 4682 1
3547 "Не указан" 10.0 0 18 Water 2034 0
3548 Ж 0.0 1 60 Fanta 6415 0
3549 ж 47.0 4 43 Beerbeer 5709 1
3550 Ж 89.0 2 68 Cola 1320 0
3551 M 35.0 1 21 Bugbeer 5924 1
3552 - 58.0 2 30 Cola 4338 1
3553 "Не указан" 37.0 5 71 Bugbeer 841 0
3554 "Не указан" 84.0 5 61 Beerbeer 5895 1
3555 M 35.0 3 45 Fanta 9963 1
3556 м 52.0 4 19 Fanta 4645 0
3557 ж 27.0 5410681 36 "Strong beer" 2004 1
3558 M 95.0 5 42 Cola 3012 0
3559 - 94.0 1 71 Fanta 2222 1
3560 ж 38.0 1 75 Bugbeer 2114 0
3561 M 34.0 1 57 Cola 3699 1
3562 м 51.0 3 60 Beerbeer 8136 1
3563 Ж 35.0 5 12 Water 8297 1
3564 M 75.0 60831138 31 Fanta 7750 0
3565 м 60.0 0 14 Fanta 400 0
3566 "Не указан" 32.0 0 23 Cola 3366 1
3567 M 54.0 4 70 Bugbeer 5003 1
3568 M 73.0 5 27 Cola 7297 1
3569 м 60.0 1 27 "Strong beer" 7967 1
3570 M 27.0 0 48 Water 5246 1
3571 м 49.0 3 39 Bugbeer 5471 0
3572 ж 46.0 1 37 "Strong beer" 1357 1
3573 ж 8.0 1 80 Cola 1708 0
3574 м 53.0 5 45 "Strong beer" 7139 1
3575 м 2.0 2 35 Cola 3919 1
3576 "Не указан" 84.0 0 59 "Strong beer" 4555 1
3577 ж 13.0 3 71 Water 8166 1
3578 "Не указан" 52.0 3 36 "Strong beer" 6362 1
3579 Ж  5 62 Bugbeer 9015 1
3580 Ж 39.0 3 72 Cola 6580 0
3581 ж 98.0 2 73 Beerbeer 6258 1
3582 ж 35.0 3 49 Beerbeer 6524 1
3583 "Не указан" 54.0 1 60 Water 1963 0
3584 ж 66.0 3 20 Cola 5737 1
3585 - 15.0 66075763 58 "Strong beer" 9787 0
3586 "Не указан" 98.0 0 41 "Strong beer" 7981 1
3587 M 42.0 0 18 Water 2078 0
3588 Ж 34.0 1 56 Bugbeer 6405 0
3589 M 38.0 1 25 Fanta 6196 0
3590 M 97.0 4 75 Beerbeer 9170 1
3591 - 31.0 4 53 Water 1462 0
3592 м 20.0 0 74 Beerbeer 2819 1
3593 "Не указан" 67.0 2 58 Beerbeer 8477 0
3594 Ж 24.0 3 61 Fanta 4400 1
3595 м 69.0 2 77 Fanta 4080 1
3596 ж 88.0 5 18 Cola 8113 1
3597 - 67.0 2 39 Water 7190 0
3598 M 13.0 2 41 Fanta 4544 0
3599 м 38.0 0 22 "Strong beer" 3479 1
